DyadId,ConflictId,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,Year,IntensityLevel,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version
596,Jan-46,Indonesia,Government of Indonesia,,PRRI,1061,,2,,1959,1,3,7/3/1958,2,17/04/1958,2,850,,,,850,3,1.0-2016
596,Jan-46,Indonesia,Government of Indonesia,,PRRI,1061,,2,,1958,1,3,7/3/1958,2,17/04/1958,2,850,,,,850,3,1.0-2016
752,Jan-46,Indonesia,Government of Indonesia,,Permesta Movement,1060,,2,,1961,1,3,2/4/1958,2,7/5/1958,2,850,,,,850,3,1.0-2016
752,Jan-46,Indonesia,Government of Indonesia,,Permesta Movement,1060,,2,,1960,1,3,2/4/1958,2,7/5/1958,2,850,,,,850,3,1.0-2016
752,Jan-46,Indonesia,Government of Indonesia,,Permesta Movement,1060,,2,,1959,1,3,2/4/1958,2,7/5/1958,2,850,,,,850,3,1.0-2016
752,Jan-46,Indonesia,Government of Indonesia,,Permesta Movement,1060,,2,,1958,1,3,2/4/1958,2,7/5/1958,2,850,,,,850,3,1.0-2016
570,Jan-63,Lebanon,Government of Lebanon,,Independent Nasserite Movement,1078,,2,,1958,2,3,15/05/1958,2,15/05/1958,2,660,,,,660,2,1.0-2016
717,Jan-62,Iraq,Government of Iraq,,Military faction (free Officers Movement),1069,,2,,1958,1,3,14/07/1958,1,14/07/1958,1,645,,,,645,2,1.0-2016
718,Jan-62,Iraq,Government of Iraq,,Military faction (forces of Abdul Wahab al-Shawaf),1070,,2,,1959,1,3,8/3/1959,1,8/3/1959,1,645,,,,645,2,1.0-2016
613,Jan-77,China,Government of China,,Government of India,750,,1,"Aksai Chin, Arunachal Pradesh",1967,1,2,31/08/1959,3,31/01/1967,3,710,,750,,"710, 750",3,1.0-2016
613,Jan-77,China,Government of China,,Government of India,750,,1,"Aksai Chin, Arunachal Pradesh",1962,2,2,31/08/1959,3,21/11/1962,1,710,,750,,"710, 750",3,1.0-2016
734,Jan-65,Laos,Government of Laos,"Government of South Vietnam, Government of USA",Pathet Lao,1086,Government of Vietnam,2,,1973,2,4,12/11/1959,1,31/12/1963,5,812,"817, 2",,816,812,3,1.0-2016
734,Jan-65,Laos,Government of Laos,"Government of South Vietnam, Government of USA",Pathet Lao,1086,Government of Vietnam,2,,1972,2,4,12/11/1959,1,31/12/1963,5,812,"817, 2",,816,812,3,1.0-2016
734,Jan-65,Laos,Government of Laos,"Government of South Vietnam, Government of USA",Pathet Lao,1086,Government of Vietnam,2,,1971,2,4,12/11/1959,1,31/12/1963,5,812,"817, 2",,816,812,3,1.0-2016
734,Jan-65,Laos,Government of Laos,"Government of South Vietnam, Government of USA",Pathet Lao,1086,Government of Vietnam,2,,1970,2,4,12/11/1959,1,31/12/1963,5,812,"817, 2",,816,812,3,1.0-2016
734,Jan-65,Laos,Government of Laos,"Government of South Vietnam, Government of Thailand, Government of USA",Pathet Lao,1086,Government of Vietnam,2,,1969,2,4,12/11/1959,1,31/12/1963,5,812,"817, 800, 2",,816,812,3,1.0-2016
734,Jan-65,Laos,Government of Laos,"Government of South Vietnam, Government of USA",Pathet Lao,1086,Government of Vietnam,2,,1968,2,4,12/11/1959,1,31/12/1963,5,812,"817, 2",,816,812,3,1.0-2016
734,Jan-65,Laos,Government of Laos,"Government of South Vietnam, Government of USA",Pathet Lao,1086,Government of Vietnam,2,,1967,2,4,12/11/1959,1,31/12/1963,5,812,"817, 2",,816,812,3,1.0-2016
734,Jan-65,Laos,Government of Laos,"Government of South Vietnam, Government of USA",Pathet Lao,1086,Government of Vietnam,2,,1966,2,4,12/11/1959,1,31/12/1963,5,812,"817, 2",,816,812,3,1.0-2016
734,Jan-65,Laos,Government of Laos,"Government of South Vietnam, Government of USA",Pathet Lao,1086,Government of Vietnam,2,,1965,2,4,12/11/1959,1,31/12/1963,5,812,"817, 2",,816,812,3,1.0-2016
734,Jan-65,Laos,Government of Laos,"Government of South Vietnam, Government of USA",Pathet Lao,1086,Government of Vietnam,2,,1964,2,4,12/11/1959,1,31/12/1963,5,812,"817, 2",,816,812,3,1.0-2016
734,Jan-65,Laos,Government of Laos,"Government of South Vietnam, Government of USA",Pathet Lao,1086,Government of Vietnam,2,,1963,2,4,12/11/1959,1,31/12/1963,5,812,"817, 2",,816,812,3,1.0-2016
734,Jan-65,Laos,Government of Laos,Government of Thailand,Pathet Lao,1086,,2,,1961,2,4,12/11/1959,1,12/11/1959,1,812,800,,,812,3,1.0-2016
734,Jan-65,Laos,Government of Laos,Government of Thailand,Pathet Lao,1086,,2,,1960,2,4,12/11/1959,1,12/11/1959,1,812,800,,,812,3,1.0-2016
734,Jan-65,Laos,Government of Laos,,Pathet Lao,1086,,2,,1959,2,3,12/11/1959,1,12/11/1959,1,812,,,,812,3,1.0-2016
742,Jan-67,Myanmar,Government of Myanmar,,NSH,1089,,1,Shan,1959,1,3,22/11/1959,1,22/11/1959,1,775,,,,775,3,1.0-2016
310,26-Jan,Myanmar,Government of Myanmar,,NMSP,1032,,1,Mon,1990,1,3,31/12/1959,5,13/02/1990,3,775,,,,775,3,1.0-2016
310,26-Jan,Myanmar,Government of Myanmar,,NMSP,1032,,1,Mon,1963,1,3,31/12/1959,5,31/12/1959,5,775,,,,775,3,1.0-2016
310,26-Jan,Myanmar,Government of Myanmar,,NMSP,1032,,1,Mon,1962,1,3,31/12/1959,5,31/12/1959,5,775,,,,775,3,1.0-2016
310,26-Jan,Myanmar,Government of Myanmar,,NMSP,1032,,1,Mon,1961,1,3,31/12/1959,5,31/12/1959,5,775,,,,775,3,1.0-2016
310,26-Jan,Myanmar,Government of Myanmar,,NMSP,1032,,1,Mon,1960,1,3,31/12/1959,5,31/12/1959,5,775,,,,775,3,1.0-2016
310,26-Jan,Myanmar,Government of Myanmar,,NMSP,1032,,1,Mon,1959,1,3,31/12/1959,5,31/12/1959,5,775,,,,775,3,1.0-2016
692,1-158,Cameroon,Government of Cameroon,,UPC,1418,,2,,1961,1,3,31/01/1960,4,31/01/1960,4,471,,,,471,4,1.0-2016
692,1-158,Cameroon,Government of Cameroon,Government of France,UPC,1418,,2,,1960,2,4,31/01/1960,4,31/01/1960,4,471,220,,,471,4,1.0-2016
652,Jan-72,Nepal,Government of Nepal,,NC,1099,,2,,1962,1,3,29/02/1960,4,29/02/1960,4,790,,,,790,3,1.0-2016
652,Jan-72,Nepal,Government of Nepal,,NC,1099,,2,,1961,1,3,29/02/1960,4,29/02/1960,4,790,,,,790,3,1.0-2016
652,Jan-72,Nepal,Government of Nepal,,NC,1099,,2,,1960,1,3,29/02/1960,4,29/02/1960,4,790,,,,790,3,1.0-2016
743,Jan-67,Myanmar,Government of Myanmar,,SSIA,1090,,1,Shan,1961,1,3,31/07/1960,3,31/12/1960,5,775,,,,775,3,1.0-2016
743,Jan-67,Myanmar,Government of Myanmar,,SSIA,1090,,1,Shan,1960,1,3,31/07/1960,3,31/12/1960,5,775,,,,775,3,1.0-2016
588,Jan-69,Congo,Government of Congo ,,Independent Mining State of South Kasai,1252,,1,South Kasai,1962,1,3,31/08/1960,2,31/08/1960,2,490,,,,490,4,1.0-2016
588,Jan-69,Congo,Government of Congo ,,Independent Mining State of South Kasai,1252,,1,South Kasai,1961,1,3,31/08/1960,2,31/08/1960,2,490,,,,490,4,1.0-2016
588,Jan-69,Congo,Government of Congo ,,Independent Mining State of South Kasai,1252,,1,South Kasai,1960,1,3,31/08/1960,2,31/08/1960,2,490,,,,490,4,1.0-2016
736,Jan-65,Laos,Government of Laos,Government of Thailand,Neutralists,1087,,2,,1960,1,4,13/12/1960,1,16/12/1960,2,812,800,,,812,3,1.0-2016
755,Jan-70,Ethiopia,Government of Ethiopia,,Military faction (forces of Mengistu Neway),1253,,2,,1960,1,3,17/12/1960,2,17/12/1960,2,530,,,,530,4,1.0-2016
738,Jan-66,Angola,Government of Portugal,,MPLA,1250,,1,Angola,1974,1,1,4/2/1961,1,31/12/1963,5,235,,,,540,4,1.0-2016
738,Jan-66,Angola,Government of Portugal,,MPLA,1250,,1,Angola,1973,1,1,4/2/1961,1,31/12/1963,5,235,,,,540,4,1.0-2016
738,Jan-66,Angola,Government of Portugal,,MPLA,1250,,1,Angola,1972,1,1,4/2/1961,1,31/12/1963,5,235,,,,540,4,1.0-2016
738,Jan-66,Angola,Government of Portugal,,MPLA,1250,,1,Angola,1971,1,1,4/2/1961,1,31/12/1963,5,235,,,,540,4,1.0-2016
738,Jan-66,Angola,Government of Portugal,,MPLA,1250,,1,Angola,1970,1,1,4/2/1961,1,31/12/1963,5,235,,,,540,4,1.0-2016
738,Jan-66,Angola,Government of Portugal,,MPLA,1250,,1,Angola,1969,1,1,4/2/1961,1,31/12/1963,5,235,,,,540,4,1.0-2016
738,Jan-66,Angola,Government of Portugal,,MPLA,1250,,1,Angola,1968,1,1,4/2/1961,1,31/12/1963,5,235,,,,540,4,1.0-2016
738,Jan-66,Angola,Government of Portugal,,MPLA,1250,,1,Angola,1967,1,1,4/2/1961,1,31/12/1963,5,235,,,,540,4,1.0-2016
738,Jan-66,Angola,Government of Portugal,,MPLA,1250,,1,Angola,1966,1,1,4/2/1961,1,31/12/1963,5,235,,,,540,4,1.0-2016
738,Jan-66,Angola,Government of Portugal,,MPLA,1250,,1,Angola,1965,1,1,4/2/1961,1,31/12/1963,5,235,,,,540,4,1.0-2016
738,Jan-66,Angola,Government of Portugal,,MPLA,1250,,1,Angola,1964,1,1,4/2/1961,1,31/12/1963,5,235,,,,540,4,1.0-2016
738,Jan-66,Angola,Government of Portugal,,MPLA,1250,,1,Angola,1963,1,1,4/2/1961,1,31/12/1963,5,235,,,,540,4,1.0-2016
738,Jan-66,Angola,Government of Portugal,,MPLA,1250,,1,Angola,1961,1,1,4/2/1961,1,4/2/1961,1,235,,,,540,4,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,2015,1,3,28/02/1961,4,27/06/2011,1,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,2014,1,3,28/02/1961,4,27/06/2011,1,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,2013,1,3,28/02/1961,4,27/06/2011,1,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,2012,1,3,28/02/1961,4,27/06/2011,1,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,2011,1,3,28/02/1961,4,27/06/2011,1,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1992,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1991,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1990,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1989,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1988,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1987,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1986,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1985,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1984,2,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1983,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1982,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1981,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1980,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1979,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1978,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1977,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1976,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1975,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1974,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1973,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1972,1,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1971,2,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1970,2,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1969,2,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1968,2,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1967,2,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1966,2,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1965,2,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1964,2,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1963,2,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1962,2,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
304,Jan-34,Myanmar,Government of Myanmar,,KIO,1043,,1,Kachin,1961,2,3,28/02/1961,4,28/02/1961,4,775,,,,775,3,1.0-2016
739,Jan-66,Angola,Government of Portugal,,FNLA,1420,,1,Angola,1974,1,1,15/03/1961,1,31/12/1968,5,235,,,,540,4,1.0-2016
739,Jan-66,Angola,Government of Portugal,,FNLA,1420,,1,Angola,1973,1,1,15/03/1961,1,31/12/1968,5,235,,,,540,4,1.0-2016
739,Jan-66,Angola,Government of Portugal,,FNLA,1420,,1,Angola,1972,1,1,15/03/1961,1,31/12/1968,5,235,,,,540,4,1.0-2016
739,Jan-66,Angola,Government of Portugal,,FNLA,1420,,1,Angola,1971,1,1,15/03/1961,1,31/12/1968,5,235,,,,540,4,1.0-2016
739,Jan-66,Angola,Government of Portugal,,FNLA,1420,,1,Angola,1970,1,1,15/03/1961,1,31/12/1968,5,235,,,,540,4,1.0-2016
739,Jan-66,Angola,Government of Portugal,,FNLA,1420,,1,Angola,1969,1,1,15/03/1961,1,31/12/1968,5,235,,,,540,4,1.0-2016
739,Jan-66,Angola,Government of Portugal,,FNLA,1420,,1,Angola,1968,1,1,15/03/1961,1,31/12/1968,5,235,,,,540,4,1.0-2016
739,Jan-66,Angola,Government of Portugal,,FNLA,1420,,1,Angola,1966,1,1,15/03/1961,1,25/04/1961,2,235,,,,540,4,1.0-2016
739,Jan-66,Angola,Government of Portugal,,FNLA,1420,,1,Angola,1965,1,1,15/03/1961,1,25/04/1961,2,235,,,,540,4,1.0-2016
739,Jan-66,Angola,Government of Portugal,,FNLA,1420,,1,Angola,1964,1,1,15/03/1961,1,25/04/1961,2,235,,,,540,4,1.0-2016
739,Jan-66,Angola,Government of Portugal,,FNLA,1420,,1,Angola,1963,1,1,15/03/1961,1,25/04/1961,2,235,,,,540,4,1.0-2016
739,Jan-66,Angola,Government of Portugal,,FNLA,1420,,1,Angola,1962,2,1,15/03/1961,1,25/04/1961,2,235,,,,540,4,1.0-2016
739,Jan-66,Angola,Government of Portugal,,FNLA,1420,,1,Angola,1961,2,1,15/03/1961,1,25/04/1961,2,235,,,,540,4,1.0-2016
602,Jan-45,Cuba,Government of Cuba,,Cuban Revolutionary Council,1596,Government of USA,2,,1961,1,4,17/04/1961,2,17/04/1961,2,40,,,2,40,5,1.0-2016
584,Jan-73,France,Government of France,,OAS,1101,,2,,1962,2,3,22/04/1961,1,22/04/1961,1,220,,,,220,1,1.0-2016
584,Jan-73,France,Government of France,,OAS,1101,,2,,1961,2,3,22/04/1961,1,22/04/1961,1,220,,,,220,1,1.0-2016
609,Jan-75,France,Government of France,,Government of Tunisia,616,,1,Bizerte,1961,2,2,20/07/1961,1,20/07/1961,1,220,,616,,"220, 616","1, 4",1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,,ELF,1260,,1,Eritrea,1980,1,3,30/09/1961,3,15/03/1964,1,530,,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,,ELF,1260,,1,Eritrea,1979,1,3,30/09/1961,3,15/03/1964,1,530,,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,Government of Yemen,ELF,1260,,1,Eritrea,1978,2,4,30/09/1961,3,15/03/1964,1,530,680,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,Government of Yemen,ELF,1260,,1,Eritrea,1977,2,4,30/09/1961,3,15/03/1964,1,530,680,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,,ELF,1260,,1,Eritrea,1976,2,3,30/09/1961,3,15/03/1964,1,530,,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,,ELF,1260,,1,Eritrea,1975,2,3,30/09/1961,3,15/03/1964,1,530,,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,,ELF,1260,,1,Eritrea,1974,1,3,30/09/1961,3,15/03/1964,1,530,,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,,ELF,1260,,1,Eritrea,1973,1,3,30/09/1961,3,15/03/1964,1,530,,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,,ELF,1260,,1,Eritrea,1972,1,3,30/09/1961,3,15/03/1964,1,530,,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,,ELF,1260,,1,Eritrea,1971,1,3,30/09/1961,3,15/03/1964,1,530,,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,,ELF,1260,,1,Eritrea,1970,1,3,30/09/1961,3,15/03/1964,1,530,,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,,ELF,1260,,1,Eritrea,1969,1,3,30/09/1961,3,15/03/1964,1,530,,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,,ELF,1260,,1,Eritrea,1968,1,3,30/09/1961,3,15/03/1964,1,530,,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,,ELF,1260,,1,Eritrea,1967,1,3,30/09/1961,3,15/03/1964,1,530,,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,,ELF,1260,,1,Eritrea,1966,1,3,30/09/1961,3,15/03/1964,1,530,,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,,ELF,1260,,1,Eritrea,1965,1,3,30/09/1961,3,15/03/1964,1,530,,,,530,4,1.0-2016
667,Jan-78,Ethiopia,Government of Ethiopia,,ELF,1260,,1,Eritrea,1964,1,3,30/09/1961,3,15/03/1964,1,530,,,,530,4,1.0-2016
587,Jan-68,Congo,Government of Congo ,,State of Katanga,1251,,1,Katanga,1962,1,3,27/10/1961,1,12/11/1961,3,490,,,,490,4,1.0-2016
587,Jan-68,Congo,Government of Congo ,,State of Katanga,1251,,1,Katanga,1961,1,3,27/10/1961,1,12/11/1961,3,490,,,,490,4,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1991,1,3,31/12/1961,3,31/12/1986,5,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1990,1,3,31/12/1961,3,31/12/1986,5,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1989,1,3,31/12/1961,3,31/12/1986,5,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1988,2,3,31/12/1961,3,31/12/1986,5,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1987,1,3,31/12/1961,3,31/12/1986,5,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1986,1,3,31/12/1961,3,31/12/1986,5,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1984,1,3,31/12/1961,3,31/12/1979,5,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1983,1,3,31/12/1961,3,31/12/1979,5,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1982,1,3,31/12/1961,3,31/12/1979,5,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1981,1,3,31/12/1961,3,31/12/1979,5,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1980,1,3,31/12/1961,3,31/12/1979,5,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1979,1,3,31/12/1961,3,31/12/1979,5,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1975,2,3,31/12/1961,3,31/07/1973,3,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1974,2,3,31/12/1961,3,31/07/1973,3,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1973,1,3,31/12/1961,3,31/07/1973,3,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1970,1,3,31/12/1961,3,31/12/1961,3,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1969,2,3,31/12/1961,3,31/12/1961,3,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1968,1,3,31/12/1961,3,31/12/1961,3,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1967,1,3,31/12/1961,3,31/12/1961,3,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1966,2,3,31/12/1961,3,31/12/1961,3,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1965,2,3,31/12/1961,3,31/12/1961,3,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1964,1,3,31/12/1961,3,31/12/1961,3,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1963,2,3,31/12/1961,3,31/12/1961,3,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1962,2,3,31/12/1961,3,31/12/1961,3,645,,,,645,2,1.0-2016
279,Jan-74,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1961,2,3,31/12/1961,3,31/12/1961,3,645,,,,645,2,1.0-2016
612,Jan-79,Indonesia,Government of Indonesia,,Government of Netherlands,210,,1,West New Guinea,1962,1,2,15/01/1962,1,15/01/1962,1,850,,210,,"210, 850","1, 3",1.0-2016
672,Jan-80,Venezuela,Government of Venezuela,,Military faction (navy),1601,,2,,1962,1,3,3/6/1962,2,3/6/1962,2,101,,,,101,5,1.0-2016
616,Jan-33,Yemen,Government of Yemen,Government of Egypt,Royalists,1040,,2,,1970,1,4,31/10/1962,3,31/10/1962,3,678,651,,,678,2,1.0-2016
616,Jan-33,Yemen,Government of Yemen,Government of Egypt,Royalists,1040,,2,,1969,1,4,31/10/1962,3,31/10/1962,3,678,651,,,678,2,1.0-2016
616,Jan-33,Yemen,Government of Yemen,Government of Egypt,Royalists,1040,,2,,1968,1,4,31/10/1962,3,31/10/1962,3,678,651,,,678,2,1.0-2016
616,Jan-33,Yemen,Government of Yemen,Government of Egypt,Royalists,1040,,2,,1967,2,4,31/10/1962,3,31/10/1962,3,678,651,,,678,2,1.0-2016
616,Jan-33,Yemen,Government of Yemen,Government of Egypt,Royalists,1040,,2,,1966,2,4,31/10/1962,3,31/10/1962,3,678,651,,,678,2,1.0-2016
616,Jan-33,Yemen,Government of Yemen,Government of Egypt,Royalists,1040,,2,,1965,1,4,31/10/1962,3,31/10/1962,3,678,651,,,678,2,1.0-2016
616,Jan-33,Yemen,Government of Yemen,Government of Egypt,Royalists,1040,,2,,1964,2,4,31/10/1962,3,31/10/1962,3,678,651,,,678,2,1.0-2016
616,Jan-33,Yemen,Government of Yemen,Government of Egypt,Royalists,1040,,2,,1963,2,4,31/10/1962,3,31/10/1962,3,678,651,,,678,2,1.0-2016
616,Jan-33,Yemen,Government of Yemen,Government of Egypt,Royalists,1040,,2,,1962,2,4,31/10/1962,3,31/10/1962,3,678,651,,,678,2,1.0-2016
610,Jan-84,Indonesia,Government of Indonesia,,Government of Malaysia,820,Government of United Kingdom,1,North Borneo,1966,1,2,8/12/1962,1,31/12/1963,5,850,,820,200,"820, 850",3,1.0-2016
610,Jan-84,Indonesia,Government of Indonesia,,Government of Malaysia,820,Government of United Kingdom,1,North Borneo,1965,1,2,8/12/1962,1,31/12/1963,5,850,,820,200,"820, 850",3,1.0-2016
